label,metric,step,value,rolling_value
Tent+SAFER-A (100%),batch_acc,6,75.0,71.20535714285714
Tent+SAFER-A (100%),batch_acc,7,79.6875,72.265625
Tent+SAFER-A (100%),batch_acc,8,70.3125,72.04861111111111
Tent+SAFER-A (100%),batch_acc,9,65.625,71.40625
Tent+SAFER-A (100%),batch_acc,10,64.0625,70.73863636363636
Tent+SAFER-A (100%),batch_acc,11,64.0625,70.18229166666667
Tent+SAFER-A (100%),batch_acc,12,71.875,70.3125
Tent+SAFER-A (100%),batch_acc,13,76.5625,70.75892857142857
Tent+SAFER-A (100%),batch_acc,14,71.875,70.83333333333333
Tent+SAFER-A (100%),batch_acc,15,73.4375,70.99609375
Tent+SAFER-A (100%),batch_acc,16,81.25,71.59926470588235
Tent+SAFER-A (100%),batch_acc,17,71.875,71.61458333333333
Tent+SAFER-A (100%),batch_acc,18,82.8125,72.20394736842105
Tent+SAFER-A (100%),batch_acc,19,78.125,72.5
Tent+SAFER-A (100%),batch_acc,20,70.3125,72.39583333333333
Tent+SAFER-A (100%),batch_acc,21,75.0,72.51420454545455
Tent+SAFER-A (100%),batch_acc,22,67.1875,72.28260869565217
Tent+SAFER-A (100%),batch_acc,23,71.875,72.265625
Tent+SAFER-A (100%),batch_acc,24,64.0625,71.9375
Tent+SAFER-A (100%),batch_acc,25,71.875,72.0625
Tent+SAFER-A (100%),batch_acc,26,71.875,72.25
Tent+SAFER-A (100%),batch_acc,27,67.1875,72.1875
Tent+SAFER-A (100%),batch_acc,28,57.8125,71.5
Tent+SAFER-A (100%),batch_acc,29,79.6875,71.875
Tent+SAFER-A (100%),batch_acc,30,81.25,72.1875
Tent+SAFER-A (100%),batch_acc,31,75.0,72.1875
Tent+SAFER-A (100%),batch_acc,32,81.25,72.25
Tent+SAFER-A (100%),batch_acc,33,68.75,72.1875
Tent+SAFER-A (100%),batch_acc,34,76.5625,72.625
Tent+SAFER-A (100%),batch_acc,35,87.5,73.5625
Tent+SAFER-A (100%),batch_acc,36,67.1875,73.6875
Tent+SAFER-A (100%),batch_acc,37,62.5,73.3125
Tent+SAFER-A (100%),batch_acc,38,71.875,73.125
Tent+SAFER-A (100%),batch_acc,39,70.3125,73.0625
Tent+SAFER-A (100%),batch_acc,40,75.0,73.125
Tent+SAFER-A (100%),batch_acc,41,57.8125,72.1875
Tent+SAFER-A (100%),batch_acc,42,71.875,72.1875
Tent+SAFER-A (100%),batch_acc,43,64.0625,71.4375
Tent+SAFER-A (100%),batch_acc,44,71.875,71.1875
Tent+SAFER-A (100%),batch_acc,45,71.875,71.25
Tent+SAFER-A (100%),batch_acc,46,82.8125,71.5625
Tent+SAFER-A (100%),batch_acc,47,70.3125,71.6875
Tent+SAFER-A (100%),batch_acc,48,76.5625,71.875
Tent+SAFER-A (100%),batch_acc,49,84.375,72.6875
Tent+SAFER-A (100%),batch_acc,50,78.125,72.9375
Tent+SAFER-A (100%),batch_acc,51,68.75,72.8125
Tent+SAFER-A (100%),batch_acc,52,68.75,72.875
Tent+SAFER-A (100%),batch_acc,53,70.3125,73.375
Tent+SAFER-A (100%),batch_acc,54,70.3125,73.0
Tent+SAFER-A (100%),batch_acc,55,64.0625,72.3125
Tent+SAFER-A (100%),batch_acc,56,76.5625,72.375
Tent+SAFER-A (100%),batch_acc,57,67.1875,71.8125
Tent+SAFER-A (100%),batch_acc,58,81.25,72.3125
Tent+SAFER-A (100%),batch_acc,59,68.75,72.0
Tent+SAFER-A (100%),batch_acc,60,67.1875,71.1875
Tent+SAFER-A (100%),batch_acc,61,60.9375,70.9375
Tent+SAFER-A (100%),batch_acc,62,76.5625,71.5
Tent+SAFER-A (100%),batch_acc,63,78.125,71.75
Tent+SAFER-A (100%),batch_acc,64,71.875,71.8125
Tent+SAFER-A (100%),batch_acc,65,65.625,71.4375
Tent+SAFER-A (100%),batch_acc,66,71.875,72.0
Tent+SAFER-A (100%),batch_acc,67,68.75,71.875
Tent+SAFER-A (100%),batch_acc,68,71.875,72.1875
Tent+SAFER-A (100%),batch_acc,69,70.3125,72.125
Tent+SAFER-A (100%),batch_acc,70,67.1875,71.9375
Tent+SAFER-A (100%),batch_acc,71,70.3125,71.4375
Tent+SAFER-A (100%),batch_acc,72,75.0,71.625
Tent+SAFER-A (100%),batch_acc,73,79.6875,71.75
Tent+SAFER-A (100%),batch_acc,74,70.3125,71.1875
Tent+SAFER-A (100%),batch_acc,75,78.125,71.1875
Tent+SAFER-A (100%),batch_acc,76,64.0625,71.0
Tent+SAFER-A (100%),batch_acc,77,70.3125,71.0625
Tent+SAFER-A (100%),batch_acc,78,78.125,71.375
Tent+SAFER-A (100%),batch_acc,79,73.4375,71.5
Tent+SAFER-A (100%),batch_acc,80,79.6875,72.125
Tent+SAFER-A (100%),batch_acc,81,73.4375,72.0
Tent+SAFER-A (100%),batch_acc,82,75.0,72.3125
Tent+SAFER-A (100%),batch_acc,83,70.3125,71.875
Tent+SAFER-A (100%),batch_acc,84,75.0,72.125
Tent+SAFER-A (100%),batch_acc,85,76.5625,72.5
Tent+SAFER-A (100%),batch_acc,86,75.0,73.0625
Tent+SAFER-A (100%),batch_acc,87,65.625,72.625
Tent+SAFER-A (100%),batch_acc,88,78.125,72.625
Tent+SAFER-A (100%),batch_acc,89,79.6875,72.9375
Tent+SAFER-A (100%),batch_acc,90,75.0,73.3125
Tent+SAFER-A (100%),batch_acc,91,70.3125,73.25
Tent+SAFER-A (100%),batch_acc,92,71.875,73.375
Tent+SAFER-A (100%),batch_acc,93,82.8125,73.8125
Tent+SAFER-A (100%),batch_acc,94,71.875,73.875
Tent+SAFER-A (100%),batch_acc,95,82.8125,74.5
